method_variant,episode,time_step,state,q_target,q_mixed,gap_scores,visits,critical
Uniform-Equal-H,9,1,"[3, 2, -5, 13, 0, 0, 1, 0, 4, 1]","[0.0, 0.0, 0.0]","[0.016064751942952475, 0.026958508809407557, 0.011308914184570315]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[1, 0, 0]",True
Uniform-Equal-H,9,2,"[2, 2, -5, 13, 0, 0, 1, 1, 5, 1]","[0.0, 0.0, 0.0]","[0.08193458557128908, 0.08153274536132814, 0.06979476928710938]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[1, 0, 0]",True
Uniform-Equal-H,9,3,"[2, 2, -6, 13, 0, 0, 0, 1, 6, 1]","[0.0, 0.0, 0.0]","[0.1257329305013021, 0.12332967122395833, 0.2641377766927083]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0, 1, 1]",True
Uniform-Equal-H,9,4,"[1, 1, -6, 13, 0, 0, 0, 1, 7, 1]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.1, 0.8, 0.1]","[0, 2, 0]",False
Uniform-Equal-H,10,0,"[1, 2, -3, 13, 0, 0, 1, 1, 5, 1]","[0.0, 0.0, 0.0]","[0.0013541666666666667, 0.05923908233642578, 0.0834716542561849]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[1, 0, 0]",True
Uniform-Equal-H,10,1,"[1, 2, -4, 13, 0, 0, 0, 1, 6, 1]","[0.0, 0.0, 0.0]","[0.16148071289062502, 0.0, 0.114111328125]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0, 0, 1]",True
Uniform-Equal-H,10,2,"[0, 1, -4, 13, 0, 0, 0, 1, 7, 1]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.1, 0.8, 0.1]","[0, 1, 0]",False
Uniform-Equal-H,11,0,"[1, 2, -5, 13, 0, 0, 1, 1, 5, 1]","[0.0, 0.0, 0.0]","[0.24901987711588544, 0.025413004557291667, 0.14171142578125]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[1, 0, 0]",True
Uniform-Equal-H,11,1,"[1, 2, -6, 13, 0, 0, 0, 1, 6, 1]","[0.25, 0.0, 0.0]","[0.22786458333333331, 0.22786458333333331, 0.45572916666666663]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[1, 0, 0]",True
Uniform-Equal-H,12,0,"[1, 2, 0, 12, 0, 0, 1, 0, 0, 0]","[0.0, 0.0, 0.0]","[3.851690180102984e-05, 9.929830272992452e-06, 5.911509195963544e-09]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0, 0, 1]",True
Uniform-Equal-H,12,1,"[1, 2, 1, 13, 0, 0, 1, 0, 1, 0]","[0.0, 0.0, 0.0]","[0.0, 6.042480468750002e-07, 5.068918267885846e-06]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[1, 0, 0]",True
Uniform-Equal-H,12,2,"[1, 2, 0, 13, 0, 0, 1, 0, 2, 0]","[0.0, 0.0, 0.0]","[0.0003741040547688803, 0.002620569596191248, 0.001492952991059671]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0, 0, 1]",True
Uniform-Equal-H,12,3,"[1, 2, 0, 13, 0, 0, 1, 0, 3, 0]","[0.0, 0.0, 0.0]","[0.011285094118677081, 0.010556428584580621, 0.006897487322489422]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0, 1, 0]",True
Uniform-Equal-H,12,4,"[1, 2, 0, 13, 0, 0, 1, 0, 4, 0]","[0.0, 0.0, 0.0]","[0.056253888079275685, 0.05097099049016833, 0.04160521189371745]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0, 0, 1]",True
Uniform-Equal-H,12,5,"[1, 2, 0, 13, 0, 0, 1, 1, 5, 0]","[0.0, 0.0, 0.0]","[0.2696785635392492, 0.1067137859451274, 0.1878327362239361]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0, 1, 0]",True
Uniform-Equal-H,12,6,"[1, 1, 0, 13, 0, -1, 0, 1, 6, 0]","[0.0, 0.0, 0.25]","[0.22786458333333331, 0.45572916666666663, 0.7857216347474605]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0, 0, 1]",True
Uniform-Equal-H,13,0,"[1, 0, -3, 12, 0, 0, 0, 3, 0, 4]","[0.0, 0.0, 0.25]","[0.8998870849609375, 0.68359375, 0.68359375]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0, 0, 1]",True
Uniform-Equal-H,14,0,"[2, 2, -1, 13, 0, 0, 1, 0, 1, 1]","[0.0, 0.0, 0.0]","[7.325633943080904e-06, 6.325129717588426e-06, 6.948955535888674e-06]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0, 1, 0]",True
Uniform-Equal-H,14,1,"[2, 2, -1, 13, 0, 0, 1, 0, 2, 1]","[0.0, 0.0, 0.0]","[6.850380651156109e-05, 5.439352385203045e-05, 0.00017342869672179223]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0, 0, 1]",True
Uniform-Equal-H,14,2,"[1, 2, -1, 13, 0, 0, 1, 0, 3, 1]","[0.0, 0.0, 0.0]","[0.0006245385312537352, 0.0007631998538970948, 0.0006635530261198681]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0, 0, 1]",True
Uniform-Equal-H,14,3,"[1, 2, -1, 13, 0, 0, 1, 0, 4, 1]","[0.0, 0.0, 0.0]","[0.004510278922319413, 0.004617092256744703, 0.0037672321319580085]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0, 1, 0]",True
Uniform-Equal-H,14,4,"[1, 2, -1, 13, 0, 0, 1, 1, 5, 1]","[0.0, 0.0, 0.0]","[0.09154350546995799, 0.009616359047591687, 0.041997705856959035]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[1, 0, 0]",True
Uniform-Equal-H,14,5,"[1, 2, -2, 13, 0, 0, 0, 1, 6, 1]","[0.0, 0.0, 0.0]","[0.008723958333333334, 0.20629475911458334, 0.13085550061737497]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0, 1, 0]",True
Uniform-Equal-H,14,6,"[1, 1, -2, 13, 0, 0, 0, 1, 7, 1]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.1, 0.8, 0.1]","[0, 1, 0]",False
Uniform-Equal-H,15,0,"[1, 2, 0, 13, 0, 0, 1, 0, 2, 0]","[0.0, 0.0, 0.0]","[0.0003741040547688803, 0.002620569596191248, 0.001492952991059671]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[1, 0, 1]",True
Uniform-Equal-H,15,1,"[1, 2, 0, 13, 0, 0, 1, 0, 3, 0]","[0.0, 0.0, 0.0]","[0.011285094118677081, 0.010556428584580621, 0.006897487322489422]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[1, 1, 0]",True
Uniform-Equal-H,15,2,"[1, 2, 0, 13, 0, 0, 1, 0, 4, 0]","[0.0, 0.0, 0.0]","[0.056253888079275685, 0.05097099049016833, 0.04160521189371745]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0, 1, 1]",True
Uniform-Equal-H,15,3,"[1, 2, 0, 13, 0, 0, 1, 1, 5, 0]","[0.00625, 0.0, 0.0]","[0.2696785635392492, 0.1067137859451274, 0.1878327362239361]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[1, 1, 0]",True
Uniform-Equal-H,15,4,"[1, 1, 0, 13, 0, -1, 0, 1, 6, 0]","[0.0, 0.25, 0.25]","[0.22786458333333331, 0.45572916666666663, 0.7857216347474605]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0, 1, 1]",True
Uniform-Equal-H,16,0,"[4, 2, -5, 13, 0, 0, 1, 0, 2, 1]","[0.0, 0.0, 0.0]","[1.397802988688151e-05, 0.00023675985654195156, 0.0004360110727945965]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[1, 1, 0]",True
Uniform-Equal-H,16,1,"[3, 2, -5, 13, 0, 0, 1, 0, 3, 1]","[0.0, 0.0, 0.0]","[0.0029868788401285814, 0.003365195465087892, 0.0028605545043945317]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[1, 0, 1]",True
Uniform-Equal-H,16,2,"[3, 2, -6, 13, 0, 0, 1, 0, 4, 1]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.1, 0.8, 0.1]","[1, 0, 1]",False
Uniform-Equal-H,16,3,"[2, 2, -5, 13, 0, 0, 1, 1, 5, 1]","[0.0, 0.0, 0.0]","[0.08193458557128908, 0.08153274536132814, 0.06979476928710938]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[2, 0, 0]",True
Uniform-Equal-H,16,4,"[2, 2, -6, 13, 0, 0, 0, 1, 6, 1]","[0.0, 0.0, 0.0]","[0.1257329305013021, 0.12332967122395833, 0.2641377766927083]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0, 2, 1]",True
Uniform-Equal-H,16,5,"[1, 1, -6, 13, 0, 0, 0, 1, 7, 1]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.1, 0.8, 0.1]","[0, 3, 0]",False
Uniform-Equal-H,17,0,"[5, 2, -5, 12, 0, 0, 1, 0, 0, 1]","[0.0, 0.0, 0.0]","[1.505384699503581e-06, 2.6483395894368495e-07, 1.5833282470703128e-08]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[1, 0, 0]",True
Uniform-Equal-H,17,1,"[4, 2, -5, 13, 0, 0, 1, 0, 1, 1]","[0.0, 0.0, 0.0]","[2.622000217437745e-05, 1.168376159667969e-05, 4.813883463541666e-06]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0, 1, 0]",True
Uniform-Equal-H,17,2,"[4, 2, -5, 13, 0, 0, 1, 0, 2, 1]","[0.0, 0.0, 0.0]","[1.397802988688151e-05, 0.00023675985654195156, 0.0004360110727945965]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[1, 1, 1]",True
Uniform-Equal-H,17,3,"[3, 2, -5, 13, 0, 0, 1, 0, 3, 1]","[0.0, 0.0, 0.0]","[0.0029868788401285814, 0.003365195465087892, 0.0028605545043945317]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[2, 0, 1]",True
Uniform-Equal-H,17,4,"[3, 2, -5, 13, 0, 0, 1, 0, 4, 1]","[0.0, 0.0, 0.0]","[0.016064751942952475, 0.026958508809407557, 0.011308914184570315]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[1, 1, 0]",True
Uniform-Equal-H,17,5,"[2, 2, -6, 13, 0, 0, 1, 1, 5, 1]","[0.0, 0.0, 0.0]","[0.004792569478352864, 0.023537750244140627, 0.08103836059570313]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[1, 0, 1]",True
Uniform-Equal-H,17,6,"[2, 2, -6, 13, 0, 0, 0, 1, 6, 1]","[0.0, 0.0, 0.0]","[0.1257329305013021, 0.12332967122395833, 0.2641377766927083]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0, 2, 2]",True
Uniform-Equal-H,17,7,"[1, 1, -6, 13, 0, 0, 0, 1, 7, 1]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.1, 0.8, 0.1]","[0, 4, 0]",False
Uniform-Equal-H,18,0,"[3, 2, -3, 12, 0, 0, 1, 0, 0, 1]","[0.0, 0.0, 0.0]","[4.017255500455697e-06, 3.070992143948873e-06, 3.4725162128607436e-06]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0, 0, 1]",True
Uniform-Equal-H,18,1,"[2, 2, -3, 13, 0, 0, 1, 0, 1, 1]","[0.0, 0.0, 0.0]","[3.7082553952932367e-06, 5.1130164782206225e-05, 2.6468800862630208e-05]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[1, 0, 0]",True
Uniform-Equal-H,18,2,"[2, 2, -3, 13, 0, 0, 1, 0, 2, 1]","[0.0, 0.0, 0.0]","[8.226673126220705e-05, 0.0005090763219197592, 8.059216817220053e-05]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0, 1, 0]",True
Uniform-Equal-H,18,3,"[2, 2, -3, 13, 0, 0, 1, 0, 3, 1]","[0.0, 0.0, 0.0]","[0.0004405111948649089, 0.0017326843261718753, 0.0014343475341796876]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0, 0, 1]",True
Uniform-Equal-H,18,4,"[1, 2, -3, 13, 0, 0, 1, 0, 4, 1]","[0.0, 0.0, 0.0]","[0.0005285847981770834, 0.013528727213541668, 0.003515365600585938]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0, 1, 0]",True
Uniform-Equal-H,18,5,"[1, 2, -3, 13, 0, 0, 1, 1, 5, 1]","[0.0, 0.0, 0.0]","[0.0013541666666666667, 0.05923908233642578, 0.0834716542561849]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[1, 0, 1]",True
Uniform-Equal-H,18,6,"[1, 2, -3, 13, 0, 0, 0, 1, 6, 1]","[0.0, 0.0, 0.0]","[0.18314005533854166, 0.18243865966796874, 0.20712114969889325]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0, 0, 1]",True
Uniform-Equal-H,18,7,"[0, 1, -3, 13, 0, 0, 0, 1, 7, 1]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.1, 0.8, 0.1]","[1, 0, 0]",False
Uniform-Equal-H,19,0,"[2, 2, -1, 13, 0, 0, 1, 0, 1, 0]","[0.0, 0.0, 0.0]","[0.0010373261737823488, 0.0006026216113567355, 0.0004551374085247518]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0, 1, 0]",True
Uniform-Equal-H,19,1,"[2, 2, -1, 13, 0, 0, 1, 0, 2, 0]","[0.0, 0.0, 0.0]","[0.005961273078123731, 0.004108466847737632, 0.0007530809700489046]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[1, 0, 0]",True
Uniform-Equal-H,19,2,"[1, 2, -1, 13, 0, 0, 1, 0, 3, 0]","[0.0, 0.0, 0.0]","[0.014378184000651044, 0.026436135927836103, 0.015819248194495837]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[1, 0, 0]",True
Uniform-Equal-H,19,3,"[1, 2, -2, 13, 0, 0, 1, 0, 4, 0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.1, 0.8, 0.1]","[1, 0, 0]",False
Uniform-Equal-H,19,4,"[1, 2, -2, 13, 0, 0, 1, 1, 5, 0]","[0.0, 0.0, 0.0]","[0.0, 0.09941037495930989, 0.14711446762084962]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[1, 0, 0]",True
Uniform-Equal-H,19,5,"[1, 1, -2, 13, 0, -1, 0, 1, 6, 0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.1, 0.8, 0.1]","[0, 1, 0]",False
Uniform-Equal-H,20,0,"[1, 2, 0, 12, 0, 0, 1, 0, 0, 0]","[0.0, 0.0, 0.0]","[3.851690180102984e-05, 9.929830272992452e-06, 5.911509195963544e-09]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0, 0, 2]",True
Uniform-Equal-H,20,1,"[1, 2, 1, 13, 0, 0, 1, 0, 1, 0]","[0.0, 0.0, 0.0]","[0.0, 6.042480468750002e-07, 5.068918267885846e-06]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[1, 1, 0]",True
Uniform-Equal-H,20,2,"[1, 2, 0, 13, 0, 0, 1, 0, 2, 0]","[0.0, 0.0, 0.0]","[0.0003741040547688803, 0.002620569596191248, 0.001492952991059671]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[2, 0, 1]",True
Uniform-Equal-H,20,3,"[1, 2, 0, 13, 0, 0, 1, 0, 3, 0]","[0.0, 0.0, 0.0]","[0.011285094118677081, 0.010556428584580621, 0.006897487322489422]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[1, 2, 0]",True
Uniform-Equal-H,20,4,"[1, 2, 0, 13, 0, 0, 1, 0, 4, 0]","[0.0, 0.00015625000000000003, 0.0]","[0.056253888079275685, 0.05097099049016833, 0.04160521189371745]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0, 2, 1]",True
Uniform-Equal-H,20,5,"[1, 2, 0, 13, 0, 0, 1, 1, 5, 0]","[0.00625, 0.0, 0.05625]","[0.2696785635392492, 0.1067137859451274, 0.1878327362239361]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[1, 1, 1]",True
Uniform-Equal-H,20,6,"[1, 1, 0, 13, 0, -1, 0, 1, 6, 0]","[0.0, 0.25, 0.4375]","[0.22786458333333331, 0.45572916666666663, 0.7857216347474605]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0, 1, 2]",True
Uniform-Equal-H,21,0,"[1, 2, -3, 13, 0, 0, 1, 0, 4, 0]","[0.0, 0.0, 0.0]","[0.14199256896972656, 0.362095502614975, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[1, 0, 0]",True
Uniform-Equal-H,21,1,"[1, 2, -4, 13, 0, 0, 1, 1, 5, 0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.1, 0.8, 0.1]","[0, 2, 0]",False
Uniform-Equal-H,22,0,"[2, 2, -5, 13, 0, 0, 1, 0, 3, 1]","[0.0, 0.0, 0.0]","[0.004437115828196209, 0.0039740370313326515, 0.007033654848734539]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[1, 0, 0]",True
Uniform-Equal-H,22,1,"[2, 2, -6, 13, 0, 0, 1, 0, 4, 1]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.1, 0.8, 0.1]","[0, 1, 0]",False
Uniform-Equal-H,22,2,"[1, 2, -6, 13, 0, 0, 1, 1, 5, 1]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.1, 0.8, 0.1]","[0, 1, 0]",False
Uniform-Equal-H,22,3,"[0, 2, -6, 13, 0, 0, 0, 1, 6, 1]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.1, 0.8, 0.1]","[0, 1, 0]",False
